ORG,Count,Network,Year
fed,21507,CNBC,2016
cnbc,10043,CNBC,2016
s&p,7917,CNBC,2016
medicare,4778,CNBC,2016
at&t,4615,CNBC,2016
microsoft,3235,CNBC,2016
congress,3233,CNBC,2016
google,2862,CNBC,2016
fbi,2660,CNBC,2016
yahoo,2276,CNBC,2016
apple,2118,CNBC,2016
ibm,2081,CNBC,2016
wells fargo,1999,CNBC,2016
the white house,1948,CNBC,2016
senate,1877,CNBC,2016
morgan stanley,1745,CNBC,2016
the new york stock exchange,1693,CNBC,2016
deutsche bank,1668,CNBC,2016
fidelity,1592,CNBC,2016
samsung,1502,CNBC,2016
intel,1449,CNBC,2016
ge,1429,CNBC,2016
bank of america,1429,CNBC,2016
ford,1341,CNBC,2016
boeing,1324,CNBC,2016
mcdonald's,1265,CNBC,2016
cbs,1247,CNBC,2016
treasury,1243,CNBC,2016
nbc,1128,CNBC,2016
gop,1123,CNBC,2016
cme,1103,CNBC,2016
the european union,1095,CNBC,2016
nike,1018,CNBC,2016
exxon,958,CNBC,2016
amazon,952,CNBC,2016
viacom,895,CNBC,2016
fda,870,CNBC,2016
gm,850,CNBC,2016
the republican party,817,CNBC,2016
chevron,804,CNBC,2016
caterpillar,779,CNBC,2016
jpmorgan,707,CNBC,2016
aarp medicare supplement,684,CNBC,2016
wilfred,676,CNBC,2016
pg&e,653,CNBC,2016
warner,621,CNBC,2016
capitol hill,616,CNBC,2016
euro,543,CNBC,2016
disney,522,CNBC,2016
state,511,CNBC,2016
fed,24212,CNBC,2015
cnbc,9880,CNBC,2015
s&p,7827,CNBC,2015
ibm,3971,CNBC,2015
google,3671,CNBC,2015
microsoft,3234,CNBC,2015
medicare,3026,CNBC,2015
at&t,2792,CNBC,2015
yahoo,2536,CNBC,2015
congress,2384,CNBC,2015
apple,2254,CNBC,2015
mcdonald's,2193,CNBC,2015
the new york stock exchange,1972,CNBC,2015
ge,1930,CNBC,2015
intel,1680,CNBC,2015
cme,1680,CNBC,2015
ford,1370,CNBC,2015
gm,1268,CNBC,2015
the white house,1251,CNBC,2015
morgan stanley,1184,CNBC,2015
euro,1179,CNBC,2015
bank of america,1053,CNBC,2015
exxon,996,CNBC,2015
samsung,976,CNBC,2015
chevron,949,CNBC,2015
nike,907,CNBC,2015
boeing,893,CNBC,2015
nbc,884,CNBC,2015
pg&e,875,CNBC,2015
senate,819,CNBC,2015
amazon,723,CNBC,2015
treasury,701,CNBC,2015
volkswagen,698,CNBC,2015
caterpillar,694,CNBC,2015
wells fargo,688,CNBC,2015
fbi,662,CNBC,2015
fda,658,CNBC,2015
gop,619,CNBC,2015
fidelity,607,CNBC,2015
cbs,600,CNBC,2015
sony,586,CNBC,2015
xerox,574,CNBC,2015
disney,532,CNBC,2015
kelly evans,520,CNBC,2015
jpmorgan,516,CNBC,2015
fcc,501,CNBC,2015
warner,499,CNBC,2015
aarp medicare supplement,481,CNBC,2015
hewlett-packard,453,CNBC,2015
the european central bank,423,CNBC,2015
fed,13172,CNBC,2024
s&p,4155,CNBC,2024
cnbc,3996,CNBC,2024
microsoft,3628,CNBC,2024
boeing,2067,CNBC,2024
morgan stanley,2044,CNBC,2024
google,1996,CNBC,2024
at&t,1650,CNBC,2024
nvidia,1436,CNBC,2024
intel,1114,CNBC,2024
apple,1032,CNBC,2024
congress,982,CNBC,2024
senate,798,CNBC,2024
mcdonald's,729,CNBC,2024
the new york stock exchange,691,CNBC,2024
treasury,690,CNBC,2024
the white house,582,CNBC,2024
bank of america,575,CNBC,2024
ford,514,CNBC,2024
tesla,472,CNBC,2024
amazon,452,CNBC,2024
hamas,434,CNBC,2024
gm,415,CNBC,2024
chevron,410,CNBC,2024
ibm,409,CNBC,2024
jpmorgan,408,CNBC,2024
exxon,391,CNBC,2024
lilly,375,CNBC,2024
alphabet,372,CNBC,2024
disney,371,CNBC,2024
semis,370,CNBC,2024
micron,356,CNBC,2024
fda,356,CNBC,2024
nike,336,CNBC,2024
samsung,318,CNBC,2024
wells fargo,314,CNBC,2024
ge,297,CNBC,2024
nbc,289,CNBC,2024
airbus,276,CNBC,2024
medicare,257,CNBC,2024
warner,254,CNBC,2024
capitol hill,247,CNBC,2024
un,220,CNBC,2024
faa,214,CNBC,2024
caterpillar,205,CNBC,2024
whoo,205,CNBC,2024
toyota,189,CNBC,2024
apollo,188,CNBC,2024
nato,187,CNBC,2024
sony,184,CNBC,2024
fed,17360,CNBC,2021
cnbc,13502,CNBC,2021
s&p,7923,CNBC,2021
microsoft,3978,CNBC,2021
senate,3853,CNBC,2021
congress,3816,CNBC,2021
fda,3278,CNBC,2021
the white house,3141,CNBC,2021
ibm,3084,CNBC,2021
at&t,2734,CNBC,2021
ford,2662,CNBC,2021
cdc,2329,CNBC,2021
taliban,2091,CNBC,2021
nbc,1912,CNBC,2021
intel,1843,CNBC,2021
gm,1821,CNBC,2021
morgan stanley,1783,CNBC,2021
google,1718,CNBC,2021
fidelity,1688,CNBC,2021
treasury,1636,CNBC,2021
boeing,1377,CNBC,2021
apple,1271,CNBC,2021
chevron,1218,CNBC,2021
fbi,1122,CNBC,2021
bank of america,1001,CNBC,2021
capitol hill,958,CNBC,2021
the new york stock exchange,901,CNBC,2021
ge,835,CNBC,2021
sec,828,CNBC,2021
amazon,795,CNBC,2021
exxon,790,CNBC,2021
wells fargo,783,CNBC,2021
johnson & johnson,775,CNBC,2021
tesla,753,CNBC,2021
mcdonald's,744,CNBC,2021
emerson,721,CNBC,2021
nbc news,720,CNBC,2021
samsung,699,CNBC,2021
delta,681,CNBC,2021
nike,640,CNBC,2021
semis,601,CNBC,2021
irs,555,CNBC,2021
white house,552,CNBC,2021
xfinity,525,CNBC,2021
jpmorgan,523,CNBC,2021
pnc bank,522,CNBC,2021
nasa,518,CNBC,2021
♪ ♪ ♪,507,CNBC,2021
gop,505,CNBC,2021
medicare,496,CNBC,2021
fed,35029,CNBC,2022
cnbc,11420,CNBC,2022
s&p,9914,CNBC,2022
microsoft,5408,CNBC,2022
congress,3602,CNBC,2022
the white house,2638,CNBC,2022
at&t,2556,CNBC,2022
senate,2200,CNBC,2022
ibm,2169,CNBC,2022
medicare,2066,CNBC,2022
ford,2042,CNBC,2022
morgan stanley,2005,CNBC,2022
intel,1892,CNBC,2022
google,1697,CNBC,2022
fidelity,1693,CNBC,2022
nato,1633,CNBC,2022
apple,1453,CNBC,2022
treasury,1275,CNBC,2022
bank of america,1274,CNBC,2022
chevron,1263,CNBC,2022
nbc,1236,CNBC,2022
boeing,1149,CNBC,2022
gm,1124,CNBC,2022
fbi,1055,CNBC,2022
exxon,921,CNBC,2022
semis,908,CNBC,2022
mcdonald's,890,CNBC,2022
humana,880,CNBC,2022
the new york stock exchange,846,CNBC,2022
fda,822,CNBC,2022
nbc news,809,CNBC,2022
wells fargo,806,CNBC,2022
tesla,804,CNBC,2022
amazon,787,CNBC,2022
ge,752,CNBC,2022
micron,706,CNBC,2022
the supreme court,698,CNBC,2022
nike,693,CNBC,2022
the justice department,627,CNBC,2022
sec,617,CNBC,2022
white house,606,CNBC,2022
humana medicare,599,CNBC,2022
alphabet,583,CNBC,2022
jpmorgan,570,CNBC,2022
nasa,552,CNBC,2022
at&t 5,534,CNBC,2022
julia,531,CNBC,2022
cdc,521,CNBC,2022
caterpillar,513,CNBC,2022
disney,508,CNBC,2022
fed,23421,CNBC,2019
cnbc,8023,CNBC,2019
s&p,7917,CNBC,2019
boeing,4847,CNBC,2019
microsoft,2947,CNBC,2019
the white house,2917,CNBC,2019
at&t,2686,CNBC,2019
congress,2544,CNBC,2019
google,2463,CNBC,2019
ibm,1912,CNBC,2019
fidelity,1691,CNBC,2019
medicare,1585,CNBC,2019
treasury,1544,CNBC,2019
morgan stanley,1529,CNBC,2019
apple,1508,CNBC,2019
senate,1502,CNBC,2019
intel,1482,CNBC,2019
the new york stock exchange,1425,CNBC,2019
mcdonald's,1199,CNBC,2019
ge,1077,CNBC,2019
ford,1067,CNBC,2019
bank of america,1064,CNBC,2019
gm,1040,CNBC,2019
cme,1014,CNBC,2019
chevron,963,CNBC,2019
samsung,950,CNBC,2019
fda,948,CNBC,2019
caterpillar,945,CNBC,2019
semis,926,CNBC,2019
capitol hill,858,CNBC,2019
nike,834,CNBC,2019
wells fargo,787,CNBC,2019
amazon,780,CNBC,2019
cbs,764,CNBC,2019
jpmorgan,702,CNBC,2019
disney,669,CNBC,2019
toyota,658,CNBC,2019
micron,652,CNBC,2019
nbc,619,CNBC,2019
nissan,597,CNBC,2019
faa,564,CNBC,2019
cfa,543,CNBC,2019
white house,531,CNBC,2019
xfinity,487,CNBC,2019
the european union,479,CNBC,2019
deutsche bank,478,CNBC,2019
johnson & johnson,445,CNBC,2019
airbus,436,CNBC,2019
tesla,415,CNBC,2019
exxon,400,CNBC,2019
fed,18103,CNBC,2018
cnbc,8597,CNBC,2018
s&p,8300,CNBC,2018
the white house,4852,CNBC,2018
at&t,3546,CNBC,2018
congress,3066,CNBC,2018
google,2737,CNBC,2018
ibm,2628,CNBC,2018
fidelity,2625,CNBC,2018
microsoft,2507,CNBC,2018
ge,2361,CNBC,2018
senate,2082,CNBC,2018
cbs,2015,CNBC,2018
intel,1868,CNBC,2018
boeing,1802,CNBC,2018
treasury,1665,CNBC,2018
medicare,1580,CNBC,2018
apple,1480,CNBC,2018
the new york stock exchange,1416,CNBC,2018
ford,1364,CNBC,2018
gm,1332,CNBC,2018
morgan stanley,1293,CNBC,2018
amazon,1220,CNBC,2018
cme,1138,CNBC,2018
caterpillar,1123,CNBC,2018
fox,1012,CNBC,2018
mcdonald's,990,CNBC,2018
pg&e,944,CNBC,2018
nike,835,CNBC,2018
wells fargo,830,CNBC,2018
capitol hill,801,CNBC,2018
the european union,797,CNBC,2018
white house,794,CNBC,2018
bank of america,745,CNBC,2018
nbc,706,CNBC,2018
sec,705,CNBC,2018
micron,681,CNBC,2018
nato,677,CNBC,2018
fbi,661,CNBC,2018
jpmorgan,656,CNBC,2018
fda,603,CNBC,2018
inn express,593,CNBC,2018
tesla,570,CNBC,2018
deutsche bank,553,CNBC,2018
warner,516,CNBC,2018
disney,501,CNBC,2018
chevron,482,CNBC,2018
samsung,470,CNBC,2018
crest,456,CNBC,2018
exxon,445,CNBC,2018
fed,34955,CNBC,2023
s&p,9503,CNBC,2023
microsoft,8989,CNBC,2023
cnbc,8730,CNBC,2023
morgan stanley,3486,CNBC,2023
google,3474,CNBC,2023
ford,2882,CNBC,2023
congress,2850,CNBC,2023
at&t,2481,CNBC,2023
treasury,2398,CNBC,2023
ibm,2342,CNBC,2023
medicare,2111,CNBC,2023
intel,1919,CNBC,2023
gm,1860,CNBC,2023
the white house,1580,CNBC,2023
the new york stock exchange,1570,CNBC,2023
bank of america,1569,CNBC,2023
senate,1455,CNBC,2023
apple,1433,CNBC,2023
hamas,1393,CNBC,2023
nvidia,1278,CNBC,2023
chevron,1202,CNBC,2023
jpmorgan,1109,CNBC,2023
humana,1100,CNBC,2023
boeing,1056,CNBC,2023
mcdonald's,905,CNBC,2023
wells fargo,889,CNBC,2023
silicon valley bank,864,CNBC,2023
tesla,822,CNBC,2023
nike,810,CNBC,2023
exxon,803,CNBC,2023
amazon,802,CNBC,2023
alphabet,747,CNBC,2023
disney,705,CNBC,2023
semis,658,CNBC,2023
at&t 5,657,CNBC,2023
micron,646,CNBC,2023
nbc,604,CNBC,2023
samsung,582,CNBC,2023
fda,579,CNBC,2023
caterpillar,572,CNBC,2023
ge,535,CNBC,2023
house,516,CNBC,2023
irs,505,CNBC,2023
capitol hill,490,CNBC,2023
aflac,479,CNBC,2023
pepsi,474,CNBC,2023
warner,474,CNBC,2023
♪ ♪♪ ♪,455,CNBC,2023
kelly evans,444,CNBC,2023
fed,16795,CNBC,2014
cnbc,9381,CNBC,2014
s&p,8405,CNBC,2014
ibm,4222,CNBC,2014
google,4062,CNBC,2014
microsoft,3739,CNBC,2014
fidelity,3473,CNBC,2014
ford,3443,CNBC,2014
gm,2934,CNBC,2014
yahoo,2805,CNBC,2014
congress,2732,CNBC,2014
at&t,2447,CNBC,2014
apple,1926,CNBC,2014
the new york stock exchange,1751,CNBC,2014
ge,1730,CNBC,2014
mcdonald's,1634,CNBC,2014
senate,1623,CNBC,2014
cadillac,1582,CNBC,2014
sony,1509,CNBC,2014
cme,1501,CNBC,2014
intel,1490,CNBC,2014
medicare,1457,CNBC,2014
bank of america,1314,CNBC,2014
samsung,1275,CNBC,2014
the white house,1223,CNBC,2014
boeing,1113,CNBC,2014
morgan stanley,1055,CNBC,2014
nbc,1007,CNBC,2014
treasury,993,CNBC,2014
warner,965,CNBC,2014
jpmorgan,927,CNBC,2014
euro,787,CNBC,2014
fidelity investments,767,CNBC,2014
amazon,764,CNBC,2014
wells fargo,703,CNBC,2014
cbs,688,CNBC,2014
pepsi,685,CNBC,2014
fda,672,CNBC,2014
caterpillar,641,CNBC,2014
nike,589,CNBC,2014
exxon,587,CNBC,2014
toyota,584,CNBC,2014
hewlett-packard,576,CNBC,2014
fbi,522,CNBC,2014
nato,521,CNBC,2014
chevron,521,CNBC,2014
sears,519,CNBC,2014
t. rowe price,509,CNBC,2014
hamas,490,CNBC,2014
capitol hill,480,CNBC,2014
fed,12917,CNBC,2012
cnbc,8197,CNBC,2012
s&p,5749,CNBC,2012
congress,4565,CNBC,2012
microsoft,3345,CNBC,2012
google,3254,CNBC,2012
medicare,2711,CNBC,2012
ford,2635,CNBC,2012
fidelity,2484,CNBC,2012
the white house,2476,CNBC,2012
senate,2388,CNBC,2012
at&t,2297,CNBC,2012
apple,2186,CNBC,2012
morgan stanley,2079,CNBC,2012
bank of america,1980,CNBC,2012
yahoo,1930,CNBC,2012
jpmorgan,1615,CNBC,2012
the new york stock exchange,1613,CNBC,2012
intel,1501,CNBC,2012
euro,1484,CNBC,2012
ibm,1468,CNBC,2012
treasury,1415,CNBC,2012
mcdonald's,1404,CNBC,2012
samsung,1344,CNBC,2012
gm,1310,CNBC,2012
xerox,1128,CNBC,2012
wells fargo,1010,CNBC,2012
ge,978,CNBC,2012
caterpillar,941,CNBC,2012
gop,866,CNBC,2012
hewlett-packard,855,CNBC,2012
chevron,823,CNBC,2012
fidelity investments,786,CNBC,2012
nbc,762,CNBC,2012
nokia,733,CNBC,2012
nyse,706,CNBC,2012
capitol hill,661,CNBC,2012
cme,607,CNBC,2012
moody's,589,CNBC,2012
fda,581,CNBC,2012
sony,573,CNBC,2012
medicaid,568,CNBC,2012
boeing,562,CNBC,2012
sec,543,CNBC,2012
merrill lynch,529,CNBC,2012
the supreme court,529,CNBC,2012
pepsi,509,CNBC,2012
house,508,CNBC,2012
epa,499,CNBC,2012
sears,487,CNBC,2012
fed,13585,CNBC,2017
cnbc,9533,CNBC,2017
s&p,7183,CNBC,2017
the white house,6982,CNBC,2017
senate,6519,CNBC,2017
congress,5338,CNBC,2017
at&t,4155,CNBC,2017
google,2771,CNBC,2017
medicare,2609,CNBC,2017
microsoft,2262,CNBC,2017
ibm,2229,CNBC,2017
ge,2035,CNBC,2017
intel,1865,CNBC,2017
treasury,1857,CNBC,2017
fbi,1733,CNBC,2017
ford,1723,CNBC,2017
wells fargo,1625,CNBC,2017
capitol hill,1582,CNBC,2017
apple,1512,CNBC,2017
morgan stanley,1505,CNBC,2017
the new york stock exchange,1497,CNBC,2017
boeing,1469,CNBC,2017
fidelity,1443,CNBC,2017
gop,1395,CNBC,2017
gm,1346,CNBC,2017
amazon,1281,CNBC,2017
white house,1244,CNBC,2017
medicaid,1216,CNBC,2017
mcdonald's,1120,CNBC,2017
cme,1072,CNBC,2017
bank of america,1034,CNBC,2017
nbc,909,CNBC,2017
house,881,CNBC,2017
fox,841,CNBC,2017
samsung,837,CNBC,2017
nike,827,CNBC,2017
caterpillar,811,CNBC,2017
nato,783,CNBC,2017
cbs,773,CNBC,2017
jpmorgan,691,CNBC,2017
fda,637,CNBC,2017
euro,629,CNBC,2017
cnn,618,CNBC,2017
t. rowe price,589,CNBC,2017
disney,571,CNBC,2017
warner,569,CNBC,2017
exxon,542,CNBC,2017
the european union,509,CNBC,2017
the republican party,497,CNBC,2017
nbc news,491,CNBC,2017
fed,14384,CNBC,2020
cnbc,9549,CNBC,2020
s&p,8481,CNBC,2020
microsoft,5128,CNBC,2020
congress,4638,CNBC,2020
senate,4100,CNBC,2020
the white house,3993,CNBC,2020
boeing,3093,CNBC,2020
fda,2646,CNBC,2020
at&t,2539,CNBC,2020
treasury,2414,CNBC,2020
medicare,2001,CNBC,2020
google,1964,CNBC,2020
fidelity,1915,CNBC,2020
morgan stanley,1816,CNBC,2020
intel,1624,CNBC,2020
ibm,1550,CNBC,2020
ford,1447,CNBC,2020
apple,1447,CNBC,2020
gm,1384,CNBC,2020
wells fargo,1247,CNBC,2020
cdc,1068,CNBC,2020
chevron,1010,CNBC,2020
humana,1006,CNBC,2020
nbc,999,CNBC,2020
bank of america,981,CNBC,2020
mcdonald's,927,CNBC,2020
amazon,768,CNBC,2020
jpmorgan,720,CNBC,2020
tesla,713,CNBC,2020
the new york stock exchange,695,CNBC,2020
exxon,688,CNBC,2020
samsung,675,CNBC,2020
white house,667,CNBC,2020
nike,646,CNBC,2020
capitol hill,630,CNBC,2020
ge,629,CNBC,2020
nbc news,581,CNBC,2020
sec,580,CNBC,2020
caterpillar,557,CNBC,2020
disney,528,CNBC,2020
delta,507,CNBC,2020
nissan,466,CNBC,2020
american airlines,463,CNBC,2020
wilfred,446,CNBC,2020
house,419,CNBC,2020
julia,411,CNBC,2020
semis,396,CNBC,2020
the federal reserve,393,CNBC,2020
johnson & johnson,393,CNBC,2020
fed,24928,CNBC,2013
cnbc,9353,CNBC,2013
s&p,7898,CNBC,2013
fidelity,4909,CNBC,2013
congress,4835,CNBC,2013
microsoft,4500,CNBC,2013
ford,4108,CNBC,2013
senate,3709,CNBC,2013
google,3704,CNBC,2013
ge,3136,CNBC,2013
the white house,2636,CNBC,2013
medicare,2299,CNBC,2013
apple,2167,CNBC,2013
boeing,2155,CNBC,2013
yahoo,2120,CNBC,2013
at&t,1992,CNBC,2013
the new york stock exchange,1979,CNBC,2013
treasury,1961,CNBC,2013
samsung,1946,CNBC,2013
irs,1822,CNBC,2013
jpmorgan,1590,CNBC,2013
ibm,1539,CNBC,2013
mcdonald's,1394,CNBC,2013
bank of america,1360,CNBC,2013
intel,1358,CNBC,2013
cadillac,1279,CNBC,2013
morgan stanley,1221,CNBC,2013
gm,1200,CNBC,2013
sony,1195,CNBC,2013
wells fargo,1060,CNBC,2013
xerox,1052,CNBC,2013
cme,968,CNBC,2013
caterpillar,931,CNBC,2013
fidelity investments,925,CNBC,2013
nokia,889,CNBC,2013
nbc,882,CNBC,2013
capitol hill,849,CNBC,2013
cbs,847,CNBC,2013
euro,846,CNBC,2013
lincoln,830,CNBC,2013
fbi,829,CNBC,2013
gop,730,CNBC,2013
hewlett-packard,718,CNBC,2013
sec,714,CNBC,2013
t. rowe price,666,CNBC,2013
aflac,657,CNBC,2013
nsa,654,CNBC,2013
siemens,617,CNBC,2013
house,572,CNBC,2013
citibank,557,CNBC,2013
congress,26109,MSNBC,2023
hamas,25703,MSNBC,2023
the white house,19453,MSNBC,2023
senate,17072,MSNBC,2023
msnbc,16797,MSNBC,2023
fbi,13218,MSNBC,2023
nbc news,12522,MSNBC,2023
the supreme court,10886,MSNBC,2023
the republican party,10848,MSNBC,2023
nbc,9148,MSNBC,2023
gop,8395,MSNBC,2023
supreme court,6654,MSNBC,2023
white house,6238,MSNBC,2023
the justice department,6014,MSNBC,2023
capitol hill,5241,MSNBC,2023
medicare,4558,MSNBC,2023
fox news,4266,MSNBC,2023
house,4243,MSNBC,2023
nato,4077,MSNBC,2023
fda,4070,MSNBC,2023
fox,3181,MSNBC,2023
the new york times,3016,MSNBC,2023
hezbollah,2744,MSNBC,2023
state,2730,MSNBC,2023
the department of justice,2529,MSNBC,2023
pentagon,2309,MSNBC,2023
the house of representatives,2103,MSNBC,2023
fed,2103,MSNBC,2023
the new york times',1991,MSNBC,2023
google,1918,MSNBC,2023
cnn,1824,MSNBC,2023
cabenuva,1770,MSNBC,2023
dexcom,1706,MSNBC,2023
the democratic party,1660,MSNBC,2023
kremlin,1577,MSNBC,2023
♪ safelite repair,1504,MSNBC,2023
irs,1496,MSNBC,2023
neoplasia syndrome type,1450,MSNBC,2023
cia,1416,MSNBC,2023
dovato,1294,MSNBC,2023
nicolle,1289,MSNBC,2023
cnbc,1280,MSNBC,2023
chase,1233,MSNBC,2023
morgan stanley,1192,MSNBC,2023
nikki haley,1125,MSNBC,2023
merrill,1101,MSNBC,2023
lincoln,1021,MSNBC,2023
aclu,963,MSNBC,2023
samsung,934,MSNBC,2023
harvard,917,MSNBC,2023
the white house,38390,MSNBC,2017
senate,23750,MSNBC,2017
congress,22326,MSNBC,2017
fbi,18404,MSNBC,2017
msnbc,11436,MSNBC,2017
white house,9517,MSNBC,2017
medicare,7588,MSNBC,2017
capitol hill,6772,MSNBC,2017
nbc,6549,MSNBC,2017
nbc news,5572,MSNBC,2017
medicaid,4632,MSNBC,2017
the republican party,4545,MSNBC,2017
cia,3764,MSNBC,2017
gop,3546,MSNBC,2017
the justice department,3138,MSNBC,2017
nato,2742,MSNBC,2017
the new york times',2516,MSNBC,2017
state,2364,MSNBC,2017
house,2362,MSNBC,2017
the supreme court,2317,MSNBC,2017
the democratic party,2112,MSNBC,2017
intel,2091,MSNBC,2017
supreme court,2008,MSNBC,2017
this white house,2002,MSNBC,2017
kremlin,1907,MSNBC,2017
pentagon,1904,MSNBC,2017
fox news,1891,MSNBC,2017
gillette,1463,MSNBC,2017
washington post',1423,MSNBC,2017
cnn,1379,MSNBC,2017
fema,1356,MSNBC,2017
the department of justice,1141,MSNBC,2017
the senate intelligence committee,1134,MSNBC,2017
the house intelligence committee,1121,MSNBC,2017
the new york times,1112,MSNBC,2017
the state department,1063,MSNBC,2017
at&t,991,MSNBC,2017
ford,981,MSNBC,2017
aarp medicare supplement,969,MSNBC,2017
epa,865,MSNBC,2017
nsa,863,MSNBC,2017
fidelity,813,MSNBC,2017
the united nations,765,MSNBC,2017
american express,760,MSNBC,2017
microsoft,751,MSNBC,2017
treasury,745,MSNBC,2017
washington,693,MSNBC,2017
al qaeda,689,MSNBC,2017
the house of representatives,686,MSNBC,2017
al,675,MSNBC,2017
congress,34653,MSNBC,2019
the white house,26466,MSNBC,2019
senate,20604,MSNBC,2019
msnbc,13187,MSNBC,2019
fbi,9873,MSNBC,2019
white house,7998,MSNBC,2019
medicare,7208,MSNBC,2019
nbc news,5888,MSNBC,2019
nbc,5180,MSNBC,2019
capitol hill,4855,MSNBC,2019
the justice department,4244,MSNBC,2019
the democratic party,4049,MSNBC,2019
the republican party,3509,MSNBC,2019
the supreme court,3233,MSNBC,2019
the new york times',2657,MSNBC,2019
house,2607,MSNBC,2019
the judiciary committee,2304,MSNBC,2019
cia,2169,MSNBC,2019
fox news,2060,MSNBC,2019
the house judiciary committee,1952,MSNBC,2019
fda,1752,MSNBC,2019
lincoln,1743,MSNBC,2019
nato,1738,MSNBC,2019
the house of representatives,1657,MSNBC,2019
gop,1632,MSNBC,2019
state,1621,MSNBC,2019
pentagon,1530,MSNBC,2019
fidelity,1530,MSNBC,2019
washington post',1501,MSNBC,2019
intel,1404,MSNBC,2019
the department of justice,1357,MSNBC,2019
supreme court,1257,MSNBC,2019
the state department,1243,MSNBC,2019
the new york times,1188,MSNBC,2019
taliban,1160,MSNBC,2019
irs,1103,MSNBC,2019
the house intelligence committee,1101,MSNBC,2019
fed,1088,MSNBC,2019
ford,1065,MSNBC,2019
cnn,1059,MSNBC,2019
this white house,896,MSNBC,2019
humana,865,MSNBC,2019
justin,778,MSNBC,2019
velshi & ruhle,775,MSNBC,2019
xfinity,765,MSNBC,2019
justice department,737,MSNBC,2019
treasury,720,MSNBC,2019
washington,692,MSNBC,2019
the european union,683,MSNBC,2019
nicolle,671,MSNBC,2019
congress,12177,MSNBC,2024
the supreme court,11328,MSNBC,2024
senate,10956,MSNBC,2024
the white house,9203,MSNBC,2024
msnbc,8750,MSNBC,2024
hamas,8072,MSNBC,2024
the republican party,6004,MSNBC,2024
supreme court,5319,MSNBC,2024
nbc news,4935,MSNBC,2024
fbi,3746,MSNBC,2024
nbc,3720,MSNBC,2024
gop,3053,MSNBC,2024
white house,2760,MSNBC,2024
nato,2519,MSNBC,2024
nikki haley,2373,MSNBC,2024
capitol hill,2167,MSNBC,2024
house,1633,MSNBC,2024
fda,1632,MSNBC,2024
the justice department,1566,MSNBC,2024
google,1555,MSNBC,2024
the new york times,1453,MSNBC,2024
ivf,1417,MSNBC,2024
♪ liberty,1361,MSNBC,2024
medicare,1262,MSNBC,2024
hezbollah,1261,MSNBC,2024
morgan stanley,1227,MSNBC,2024
nikki,1178,MSNBC,2024
the democratic party,1176,MSNBC,2024
the new york times',1124,MSNBC,2024
fox news,1106,MSNBC,2024
♪ safelite repair,924,MSNBC,2024
e. jean carroll,909,MSNBC,2024
state,870,MSNBC,2024
the department of justice,837,MSNBC,2024
blanche,730,MSNBC,2024
hoo,720,MSNBC,2024
the house of representatives,718,MSNBC,2024
cnbc,699,MSNBC,2024
cnn,698,MSNBC,2024
cia,692,MSNBC,2024
un,681,MSNBC,2024
pentagon,678,MSNBC,2024
boeing,673,MSNBC,2024
fed,632,MSNBC,2024
tyk2,593,MSNBC,2024
at&t,583,MSNBC,2024
cabenuva,573,MSNBC,2024
white house',555,MSNBC,2024
nicolle,514,MSNBC,2024
lincoln,512,MSNBC,2024
msnbc,14647,MSNBC,2016
senate,9686,MSNBC,2016
the republican party,9038,MSNBC,2016
fbi,8383,MSNBC,2016
nbc,8161,MSNBC,2016
the white house,8095,MSNBC,2016
congress,7221,MSNBC,2016
gop,5128,MSNBC,2016
medicare,4371,MSNBC,2016
nbc news,4304,MSNBC,2016
the democratic party,3955,MSNBC,2016
state,2913,MSNBC,2016
the supreme court,2499,MSNBC,2016
at&t,2314,MSNBC,2016
capitol hill,2133,MSNBC,2016
supreme court,1990,MSNBC,2016
microsoft,1884,MSNBC,2016
ge,1657,MSNBC,2016
white house,1647,MSNBC,2016
cia,1531,MSNBC,2016
the new york times',1322,MSNBC,2016
nato,1297,MSNBC,2016
cnn,1243,MSNBC,2016
amex,1172,MSNBC,2016
nissan,1147,MSNBC,2016
pg&e,1070,MSNBC,2016
house,1023,MSNBC,2016
fox news,1005,MSNBC,2016
the state department,993,MSNBC,2016
cnbc,909,MSNBC,2016
washington post',892,MSNBC,2016
al qaeda,833,MSNBC,2016
ford,786,MSNBC,2016
the justice department,772,MSNBC,2016
the new york times,729,MSNBC,2016
TOPICS,709,MSNBC,2016
pentagon,692,MSNBC,2016
epa,656,MSNBC,2016
the european union,646,MSNBC,2016
boeing,578,MSNBC,2016
sears,578,MSNBC,2016
volkswagen,555,MSNBC,2016
the electoral college,525,MSNBC,2016
the republican national committee,524,MSNBC,2016
bernie sanders,518,MSNBC,2016
aarp medicare supplement,499,MSNBC,2016
lincoln,487,MSNBC,2016
fda,483,MSNBC,2016
the us postal service,481,MSNBC,2016
claritin,476,MSNBC,2016
senate,29564,MSNBC,2022
congress,28685,MSNBC,2022
the white house,21594,MSNBC,2022
fbi,14470,MSNBC,2022
nato,13962,MSNBC,2022
msnbc,13285,MSNBC,2022
the justice department,11713,MSNBC,2022
the supreme court,11081,MSNBC,2022
the republican party,10859,MSNBC,2022
nbc news,10661,MSNBC,2022
white house,9007,MSNBC,2022
supreme court,7993,MSNBC,2022
nbc,7629,MSNBC,2022
gop,6816,MSNBC,2022
medicare,4672,MSNBC,2022
capitol hill,4059,MSNBC,2022
the department of justice,3951,MSNBC,2022
state,3513,MSNBC,2022
